TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
29/04/2023,26,31.8,28.3,82,0.6,2.3,4,130,2,S 
30/04/2023,26.2,33.4,29.7,76,0.8,3,4,100,2,C 
1/5/2023,27.6,33.4,29.9,78,0,6.1,5,110,2,SE
2/5/2023,26.8,33.6,28.9,80,0,7.5,7,120,3,SE
3/5/2023,26.5,33,29.7,79,8888,6,6,160,3,SE
4/5/2023,26.8,35,30.4,77,8888,2.9,5,150,2,SE
5/5/2023,27.2,34.5,30,77,8888,6,3,110,2,E 
6/5/2023,26.2,34.6,30.3,77,7.7,5.1,3,30,1,C 
7/5/2023,27,34.6,30.3,74,0,7,4,110,2,S 
8/5/2023,26.6,34,30.1,73,0,8,3,100,1,N 
9/5/2023,26.6,34,29.3,77,0,8.5,4,120,2,S 
10/5/2023,26.4,32.2,28.9,82,8888,4.4,7,140,4,SE
11/5/2023,27.5,30.4,28.3,82,2.3,1.7,9,140,3,SE
12/5/2023,27.2,35.6,30.3,75,8888,0.5,6,130,3,SE
13/5/2023,26,34,29.4,74,0,7.4,6,60,3,SE
14/5/2023,24,33.2,28.7,70,-,7.6,4,350,2,N 
15/5/2023,25,32,27.8,71,0,8.5,4,50,2,E 
16/5/2023,24,32.2,28.1,68,0,8.3,5,120,2,SE
17/5/2023,24.4,33.6,28.2,65,0,8.6,4,120,2,SE
18/5/2023,25,34,28.8,67,0,8.3,5,140,3,SE
19/5/2023,25.4,32.8,28.3,72,0,8.7,4,140,2,E 
20/5/2023,25.6,33.8,28.9,73,-,5.2,5,140,2,SE
21/5/2023,25.8,33.8,29.4,70,0,8.4,6,110,3,SE
22/5/2023,25.2,33.6,28.7,70,-,8.9,6,90,2,SE
23/5/2023,25.4,33.4,28.8,69,0,8.6,5,120,2,SE
24/5/2023,25.5,33.8,29.5,74,0,8.5,5,160,2,SE
25/5/2023,26.4,34,29.3,71,0,8.5,5,90,2,SE
26/5/2023,25.4,34.7,29.7,66,0,7.8,6,130,3,SE
27/5/2023,25.8,33.7,29.5,68,0,8.8,8,150,2,SE
28/5/2023,24.8,33.4,28.6,66,-,8.9,7,130,2,SE
29/5/2023,25.2,33.8,29,68,0,8.8,5,140,3,SE
30/5/2023,26,33.5,29.3,70,-,8.8,8,160,3,SE
31/5/2023,26,33.8,29.5,68,0,8,7,120,4,SE
1/6/2023,25.8,33.6,29.4,70,0,9.2,7,140,3,SE
2/6/2023,26.2,33.2,29.1,73,0,8.4,6,150,3,SE
3/6/2023,26.2,34,29.8,72,-,8.9,5,150,2,SE
4/6/2023,26.2,33.4,29,71,0,7.5,6,150,3,SE
5/6/2023,26.2,33.4,29.2,73,0,6.3,5,70,2,SE
6/6/2023,26,34,29.3,72,0,5.7,7,130,2,SE
7/6/2023,25.6,34.4,29.5,75,1.9,8.6,8,150,4,SE
8/6/2023,26.4,34,29.3,74,0,8,6,160,3,S 
9/6/2023,25.8,33.4,29.1,74,-,8.7,8,150,2,SE
10/6/2023,25.4,33.6,29.1,70,0,8.7,4,120,2,SE
11/6/2023,25.4,33.7,29.1,74,0.4,8.3,8,140,3,SE
12/6/2023,26.5,33.8,29.6,76,0,6.8,7,150,3,SE
13/6/2023,26.5,33.8,29.1,76,0,5.2,8,150,3,SE
14/6/2023,25.8,33.8,29.1,68,-,7.8,6,150,4,SE
15/6/2023,25,33.6,28.9,70,0,7.8,4,60,2,SE
16/6/2023,25.4,32.8,28.7,72,0,5.6,6,120,2,NE
17/6/2023,26.2,33,29.2,72,0,7.3,7,120,3,SE
18/6/2023,25.8,33.7,29.2,70,0,8.2,6,130,3,SE
19/6/2023,26.2,33.2,29.1,74,0,8.2,5,50,2,SE
20/6/2023,26.6,34,30.5,66,0,7.8,5,160,3,E 
21/6/2023,26.2,33.1,29.3,70,0,8.2,7,140,2,SE
22/6/2023,25.5,34.4,29.2,70,0,7.4,6,130,2,E 
23/6/2023,25.8,33.6,29.3,70,-,8.2,4,140,2,SE
24/6/2023,25.2,33.5,28.6,73,0,7.6,5,110,2,SE
25/6/2023,24.8,32.6,28.6,75,0,5.3,5,160,2,SE
26/6/2023,25.6,33.4,28.5,74,13,5.5,5,100,2,SE
27/6/2023,25.6,32.6,28.6,71,0,7.3,5,60,2,SE
28/6/2023,25.6,33.4,29.2,76,0,7.6,7,140,3,SE
29/6/2023,25.8,34,29.5,77,0,3.5,5,110,3,SE
30/6/2023,25.4,33.4,29.1,72,0,7.8,7,120,3,SE
1/7/2023,25.2,33.6,29.3,73,-,8.3,7,130,3,SE
2/7/2023,25.4,34,29.1,72,0,8.2,6,140,3,SE
3/7/2023,25.4,33.8,28.8,72,0,8.4,5,70,2,NW
4/7/2023,25.6,33.5,29,71,0,5,6,190,3,E 
5/7/2023,25.2,33.6,28.7,75,12.5,6.3,6,150,3,SE
6/7/2023,25.5,34.6,29.3,71,0,8.5,6,150,3,SE
7/7/2023,26,32.4,27.7,80,-,8.3,5,100,3,W 
8/7/2023,25.2,29.8,27.3,85,34.5,1,5,140,2,SE
9/7/2023,24.8,32.6,28.5,78,3.8,0.6,8,160,4,SE
10/7/2023,25.8,32.8,28.9,77,0,8.7,7,120,3,SE
11/7/2023,25,33.4,28.3,71,0,8.8,5,120,2,SE
12/7/2023,24.2,32.8,27.7,69,0,4.8,3,330,2,E 
13/7/2023,25,33.8,28.8,72,0,8.7,6,140,2,SE
14/7/2023,25.6,33.4,28.8,75,0,4.3,7,130,3,C 
15/7/2023,24.6,33.2,28.5,72,0,8.5,6,120,2,C 
16/7/2023,24.6,32.4,27.8,71,0,7.9,7,130,3,SE
17/7/2023,23.2,32.6,27.3,68,-,8.5,7,140,3,SE
18/7/2023,23.6,34,27.2,72,0,9,9,150,4,SE
19/7/2023,23.8,33,28.2,68,0,8.7,7,140,3,SE
20/7/2023,23,32.9,26.9,68,0,8.7,6,120,2,C 
21/7/2023,22.8,31.8,27.2,67,0,8.8,5,100,2,SE
22/7/2023,23.2,32.8,27.2,68,0,8.8,8,140,4,SE
23/7/2023,23.6,33,28.1,70,-,9,5,150,3,SE
24/7/2023,24.6,32.2,28.1,70,-,8,6,130,3,SE
25/7/2023,25.6,32.6,28.8,77,0,8.6,8,100,4,SE
26/7/2023,25,33,27.8,71,0,6.3,5,120,2,SE
27/7/2023,23.8,33,27.7,65,0,7.6,6,110,3,SE
28/7/2023,23.4,32.2,27.1,67,0,8.2,5,170,2,SE
29/7/2023,23.2,32.2,27.2,68,0,8.3,7,130,3,SE
30/7/2023,22.8,32,27.3,65,0,8.4,9,150,4,SE
31/7/2023,22.8,33.2,27.4,69,0,8.5,7,150,4,SE
1/8/2023,23.8,33,29.1,70,0,8.6,10,140,4,SE
2/8/2023,25.4,34,29.2,75,-,8.3,6,100,4,SE
3/8/2023,26,33.8,29.1,74,0,8.3,8,150,4,SE
4/8/2023,25,33.8,28.7,70,0,8.3,7,150,3,SE
5/8/2023,24,33.4,27.8,71,0,7.7,7,150,3,SE
6/8/2023,24.4,33.4,28.5,70,8888,9.2,8,140,3,SE
7/8/2023,24.6,33.5,28.1,73,0,6.8,8,140,4,SE
8/8/2023,24.8,32.2,28,71,-,8,7,140,4,SE
9/8/2023,23.8,33.3,27.4,69,0,8.2,7,140,4,SE
10/8/2023,23.6,33,27.6,66,-,9.5,7,190,3,SE
11/8/2023,22.8,32.6,27,68,-,7.7,6,150,3,SE
12/8/2023,23.2,33,27.4,64,0,7.7,6,140,3,SE
13/8/2023,23.6,32.8,27.8,68,0,8,7,140,4,SE
14/8/2023,24,33.1,27.6,69,0,8,6,130,3,SE
15/8/2023,23.8,33,27.5,75,0,7.8,6,120,3,SE
16/8/2023,23.6,33.5,28,68,0,8.1,7,140,3,SE
17/8/2023,23.7,32.6,27.9,66,0,8.3,7,140,3,SE
18/8/2023,22.8,32.6,27.4,69,-,9.1,7,140,3,SE
19/8/2023,23.8,33.6,28.2,68,0,8.4,7,140,5,SE
20/8/2023,24.6,33.4,28.3,71,-,8.5,8,130,3,SE
21/8/2023,24.6,32.3,28,70,0,8.4,7,140,4,SE
22/8/2023,25,32.8,27.8,72,0,7.5,7,100,3,SE
23/8/2023,23.9,32.4,27.7,68,0,8.8,7,100,3,SE
24/8/2023,24.2,32.4,27.6,70,0,8.5,7,140,4,SE
25/8/2023,24,34,28.2,71,0,8.4,6,130,3,SE
26/8/2023,24.6,34,28.8,66,-,8.1,6,150,4,SE
27/8/2023,23.4,34.2,27.8,67,0,8.3,5,140,3,SE
28/8/2023,24.6,33.4,28.1,68,0,8.5,8,140,4,SE
29/8/2023,24.2,33.6,28.3,65,0,8.4,6,150,3,SE
30/8/2023,23.8,33.4,27.4,72,0,8.3,7,140,4,SE
31/8/2023,24.2,33,28.6,69,0,8.3,6,150,3,SE
1/9/2023,25,33.4,28.3,67,0,8.5,5,160,3,SE
2/9/2023,24,33.2,28,64,0,8.4,7,130,3,SE
3/9/2023,23.2,33.7,27.7,62,0,8.3,7,150,4,SE
4/9/2023,23.9,33,27.5,64,0,8.2,6,130,3,SE
5/9/2023,23.2,33.2,27.9,60,0,8.3,8,150,4,SE
6/9/2023,24,34.7,28.5,66,-,8.5,6,70,3,SE
7/9/2023,24.6,33,28.4,71,0,8.2,7,140,3,SE
8/9/2023,24.4,33,28.2,68,0,8.2,7,140,3,SE
9/9/2023,23.2,33.8,27.7,68,-,8.5,6,140,3,SE
10/9/2023,23,33.6,27.9,63,0,8.5,7,140,4,SE
11/9/2023,24,34.6,29,65,-,8.5,8,180,3,SE
12/9/2023,25.2,34.8,29.2,66,0,8.5,7,140,4,S 
13/9/2023,25.2,34.8,28.9,68,0,8.8,7,150,3,SE
14/9/2023,25.6,32.8,28.4,71,0,8.7,8,150,4,SE
15/9/2023,23.6,33.1,28.1,68,0,8.3,7,140,3,SE
16/9/2023,25,33.2,28.7,71,0,8.7,8,140,4,SE
17/9/2023,25.4,34.2,28.6,70,0,8.3,6,130,4,SE
18/9/2023,24.8,33.4,28.3,70,5,8.7,6,140,3,SE
19/9/2023,24.2,34.4,29,65,-,8.1,7,140,4,SE
20/9/2023,24.6,34.4,28.7,67,-,8.6,6,120,4,E 
21/9/2023,24.5,33.8,28.4,64,0,8.6,8,120,3,SE
22/9/2023,23.4,33,28,63,0,7.3,7,150,4,SE
23/9/2023,24.6,34.8,28.7,65,0,8.6,7,170,4,S 
24/9/2023,24.8,34.8,29.1,62,0,8.8,10,150,4,SE
25/9/2023,25,34.6,29.1,71,0,8.6,6,150,3,SE
26/9/2023,24.5,35,28.7,61,0,8.7,7,140,3,SE
27/9/2023,24,34.6,29,62,-,8.5,7,140,4,SE
28/9/2023,24.6,35,28.9,66,0,8.8,8,120,4,SE
29/9/2023,25.8,34.6,29.8,65,0,8.7,9,140,4,SE
30/9/2023,25.8,35,29.5,61,0,8.6,6,140,3,SE
1/10/2023,24.4,35.3,29.1,64,0,8.7,7,140,2,SE
2/10/2023,25.2,35.1,29.2,60,0,8.7,8,150,3,SE
3/10/2023,25.5,35,29.3,65,0,8.8,7,120,3,SE
4/10/2023,26.4,34.8,29.9,64,0,8.8,7,140,3,SE
5/10/2023,25.8,34.7,29.3,72,-,8.8,7,140,4,SE
6/10/2023,26,35.8,30.4,64,-,7.4,8,150,4,SE
7/10/2023,26.8,33.8,29.8,67,0,8.8,9,150,4,SE
8/10/2023,25.6,35.1,29.8,69,0,7.4,10,150,4,SE
9/10/2023,26,35,30.4,64,0,8.8,7,150,2,SE
10/10/2023,27.2,35.5,30.7,64,0,8.9,5,110,2,SE
11/10/2023,-,34.8,30.4,63,-,6.8,7,150,3,SE
12/10/2023,26.6,34.6,29.8,65,0,8.8,6,130,3,SE
13/10/2023,26.8,35,30.2,66,-,8.7,8,150,4,SE
14/10/2023,26.8,35.6,30.6,62,0,8.5,8,150,5,SE
15/10/2023,27,35,30.2,67,0,8.7,7,140,4,SE
16/10/2023,27.8,35.2,30.8,66,0,7.7,7,150,4,SE
17/10/2023,26,35,30.4,64,0,8.9,11,100,5,S 
18/10/2023,26.8,36.2,30.5,65,0,9,12,150,5,SE
19/10/2023,27.6,35.4,31,62,0,9,8,140,4,SE
20/10/2023,27.2,36,31.4,65,0,8.9,7,120,3,S 
21/10/2023,26.8,36,31.1,65,-,8.8,4,140,2,NE
22/10/2023,26.8,36.8,30.9,64,0,6.6,5,120,2,E 
23/10/2023,26.6,34.4,30.3,69,0,9,6,130,2,SE
24/10/2023,27.2,35.4,30.8,68,1,9,6,110,3,E 
25/10/2023,27.8,35.8,31,61,0,7.2,7,160,4,SE
26/10/2023,26.2,36.8,31.3,62,0,8.8,6,160,3,SE
27/10/2023,26.8,36.5,30.6,67,-,9,7,150,3,SE
28/10/2023,26.2,36.6,30.9,58,0,9,6,150,2,SE
29/10/2023,25.8,36,30.8,64,-,9,6,160,3,SE
30/10/2023,27.6,36.2,31.4,64,0,9.1,7,150,4,SE
31/10/2023,28.4,36.2,31.2,67,0,8.9,6,150,3,SE
1/11/2023,27.8,36.2,31.3,64,0,9.1,5,70,2,SE
2/11/2023,27,36.4,31.5,63,0,8.2,9,150,3,SE
3/11/2023,28.6,34.8,30.7,69,8888,9,6,120,3,SE
4/11/2023,28,35.8,29.2,77,0,5.5,6,120,2,SE
5/11/2023,26.6,34.2,30.2,73,13.9,4.8,4,80,2,SE
6/11/2023,27,36.2,31,66,-,6.8,6,170,3,SE
7/11/2023,26.4,36.2,31,65,0,9,6,140,3,E 
8/11/2023,26.5,37.2,31,65,0,7.6,4,310,2,N 
9/11/2023,26.6,35.3,31,70,0,8.8,5,20,2,N 
10/11/2023,27.5,35.2,30.9,71,9.5,7.3,3,20,2,N 
11/11/2023,27.8,35.8,31.1,67,0,6,7,100,4,E 
12/11/2023,26.2,35.2,30.7,68,0,8.7,6,80,4,SE
13/11/2023,27,36.2,31.6,66,-,7.5,4,140,2,SE
14/11/2023,27.6,35.8,31.2,69,0,9.4,5,70,2,SE
15/11/2023,27,35.8,31.7,67,0.8,7,5,120,2,E 
16/11/2023,28.2,35.6,30.8,69,0,8,5,120,2,NW
17/11/2023,27,35.8,30.6,73,23,6.9,3,330,2,NW
18/11/2023,26.6,36.2,31.1,64,0,3.1,5,340,2,N 
19/11/2023,27.2,36.2,31.5,60,0,6.2,6,170,3,SE
20/11/2023,27.2,36.2,31.9,62,0,9.2,7,130,3,E 
21/11/2023,28,36.2,31.4,67,-,9.2,6,140,3,SE
22/11/2023,26.4,36.8,32.4,64,0,9.2,8,130,4,SE
23/11/2023,28.6,37.2,31.6,63,0,9,7,130,3,SE
24/11/2023,28,35.6,29.9,73,0,7.1,3,170,2,SE
25/11/2023,27.6,33.8,29.4,74,0,3.3,5,340,2,N 
26/11/2023,26.6,35,30.6,68,0,2,5,300,2,S 
27/11/2023,27.1,34.8,29.6,77,0,9,8,320,3,E 
28/11/2023,26.4,32.2,28,83,18.5,4.5,5,120,2,SE
29/11/2023,25.8,33.4,29.6,78,33.5,0.8,5,40,2,E 
30/11/2023,26.2,34.8,29.9,74,8888,4.8,6,50,2,SE
1/12/2023,27.2,35.8,28.4,80,0.7,5.9,6,340,2,NW
2/12/2023,25.8,33.6,29.3,76,4.4,2.7,4,80,2,E 
3/12/2023,26.2,33.8,29.4,76,8888,2.7,5,70,2,SE
4/12/2023,26.2,33.8,29.6,74,6.2,6.2,4,60,1,C 
5/12/2023,26.2,35,30.3,72,8888,1.2,5,20,2,N 
6/12/2023,26.5,35.6,30.6,72,0,7.4,3,100,2,N 
7/12/2023,25.8,35.8,29.8,72,0,7.1,7,340,3,N 
8/12/2023,25,34.6,29.5,77,18.5,9.2,4,50,2,NW
9/12/2023,26.4,33.5,29.9,75,8888,5.2,4,340,2,N 
10/12/2023,26.8,33.6,28.7,80,-,1.8,4,330,1,C 
11/12/2023,26.4,36,30.5,69,20,1.5,4,350,2,N 
12/12/2023,25.8,36.2,31.1,69,0,8.6,5,360,3,N 
13/12/2023,27.4,35,30.2,73,0,9,6,160,2,S 
14/12/2023,27,34.2,29.8,76,0,5.2,4,140,2,SE
15/12/2023,26.6,34.4,29.4,75,20.2,2.1,5,20,2,S 
16/12/2023,25.4,35.8,31.3,67,0.4,6.2,6,330,2,NW
17/12/2023,26.8,35.6,30.6,69,0,9.3,5,30,3,SE
18/12/2023,26.8,34.2,30.6,66,8888,8.8,4,60,2,SE
19/12/2023,26.6,36,30.8,62,0,6.6,4,340,2,NW
20/12/2023,25.8,34.4,30.5,61,0,7.7,5,130,2,SE
21/12/2023,26.4,35.6,31.1,65,0,9.3,5,360,2,N 
22/12/2023,27.8,36,31,68,0,8.8,4,160,2,W 
23/12/2023,27,35,31,68,0,7.7,5,340,2,NE
24/12/2023,26.4,36.4,31.2,69,-,9.3,5,80,2,SE
25/12/2023,27.2,34.6,28.5,80,0,8.6,6,270,2,NW
26/12/2023,25.2,34.6,29.9,74,37.1,2,4,250,2,NW
27/12/2023,26.8,34.4,30.6,72,0,7,4,150,2,NE
28/12/2023,27.4,35.6,30.6,75,0,8,8,100,2,E 
29/12/2023,27.8,35.6,30.8,74,8888,5.5,6,70,3,SE
30/12/2023,27,35.8,30.6,76,14.2,6.5,4,350,2,N 
31/12/2023,27,35.8,30.5,75,8888,7.7,6,100,2,N 
1/1/2024,27,34.8,30.2,77,0.2,6.8,6,40,2,NE
2/1/2024,27.6,36.2,30.9,72,0,4.7,6,50,2,N 
3/1/2024,-,-,-,87,0,7.3,3,50,2,E 
4/1/2024,26.2,34.5,29.5,77,6.7,0.2,5,60,2,NW
5/1/2024,26,35.2,29.8,75,8888,6.3,4,310,2,C 
6/1/2024,26.4,32.4,29.2,79,0,3.6,4,80,2,SE
7/1/2024,26.5,31.7,28.2,82,8888,1,5,320,2,N 
8/1/2024,26,32.8,29,79,8888,1.2,5,330,2,N 
9/1/2024,26.2,36.2,29.5,78,0,3.6,5,290,2,S 
10/1/2024,26.2,35.8,30.1,74,14.8,7.7,6,310,3,NW
11/1/2024,26.5,36.4,30.3,73,0,6.8,5,340,2,NW
12/1/2024,26.2,36.4,30.8,69,0,8.4,5,60,2,SE
13/1/2024,26.2,36.6,31.2,67,3,8.8,5,340,3,E 
14/1/2024,27.3,36,31.3,65,8888,7.8,6,320,3,N 
15/1/2024,27.8,33.8,29.2,77,0,7.5,4,60,2,S 
16/1/2024,25.8,34.4,29.5,77,8888,0.3,4,90,2,NW
17/1/2024,25.4,34.2,28.1,84,30.4,4.1,6,320,3,N 
18/1/2024,25.6,35,28.2,82,13,1,4,310,2,NW
19/1/2024,26,32.8,28.3,78,29.7,4.9,6,310,2,NW
20/1/2024,26.6,34.6,29.7,71,8888,2,6,290,3,NW
21/1/2024,25.9,35,29.4,74,0,6.2,7,300,4,NW
22/1/2024,26.6,35,29.8,73,7,7.7,7,340,4,NW
23/1/2024,26,33,30,73,9.2,7.8,5,300,3,NW
24/1/2024,27.6,34.4,29.2,74,0,0.2,6,340,3,NW
25/1/2024,25.5,35,29.6,73,0,5.6,5,340,3,NW
26/1/2024,26,34.8,29,81,0,7.2,7,360,3,NW
27/1/2024,26,34.8,29.9,75,4,5,7,330,3,NW
28/1/2024,26.6,34.8,28.8,80,2.2,8,5,340,2,NW
29/1/2024,25.8,33.5,28.2,84,7,5.3,7,330,2,S 
30/1/2024,25.6,33.3,28.5,83,5,1.7,4,190,2,S 
31/1/2024,25.8,33.4,27.8,84,5.7,1,5,320,2,NW
1/2/2024,24.8,34.8,29,79,40.5,4.3,5,300,2,S 
2/2/2024,25.2,34.2,28.9,80,2.8,6.2,5,130,2,W 
3/2/2024,26,34.6,28.7,78,4.6,5.6,6,300,4,NW
4/2/2024,26,35,28.5,79,1.2,2.6,8,350,4,NW
5/2/2024,25.2,33.4,27.9,81,7.3,5.1,5,280,2,NW
6/2/2024,23.9,34.2,27.9,82,148.6,2.3,6,290,2,NW
7/2/2024,24.8,31.3,28.4,82,28.8,6.7,5,320,3,NW
8/2/2024,25.6,33,28.6,78,0,0,5,70,2,NE
9/2/2024,25.4,35.2,29.4,77,0.8,4.6,4,330,2,S 
10/2/2024,25.2,30.8,27.3,88,32.6,7.5,6,300,2,W 
11/2/2024,26,34.8,27.6,84,9.5,0,8,170,3,NW
12/2/2024,24.8,34.4,29.2,78,39,4.4,5,310,2,NW
13/2/2024,26.3,34.6,29.6,78,3.5,8.9,4,330,2,N 
14/2/2024,25.6,32.2,29.1,84,16.7,7,5,360,2,N 
15/2/2024,26.6,35.6,30.5,74,0.5,0,5,360,2,N 
16/2/2024,27,35.8,30.2,76,0.3,7.5,5,340,3,N 
17/2/2024,25.6,34.2,29.3,77,0.5,9,6,300,2,NW
18/2/2024,26.4,33.7,29.1,78,0.4,6.6,5,60,2,E 
19/2/2024,25.8,33.8,29.9,79,0,4.8,4,70,2,N 
20/2/2024,27,36.2,31.1,72,0,3.5,5,320,2,NW
21/2/2024,27.3,36.4,29.7,78,0,9,7,310,3,NW
22/2/2024,25.8,36.4,30.9,73,2.5,8,7,340,4,NW
23/2/2024,27.3,33.2,29.9,80,0.5,9,6,320,3,NW
24/2/2024,27.2,33.7,29.8,76,8888,3.6,5,290,2,W 
25/2/2024,26.8,34.6,29,78,0,1.5,6,310,3,NW
26/2/2024,25.4,34.2,28.9,78,0.8,8.4,5,330,2,NW
27/2/2024,25.8,35,30.1,74,3,6.8,5,320,2,NW
28/2/2024,26.4,33.8,29.4,82,0,6.7,3,50,2,S 
29/2/2024,26,32.9,29.7,79,24.1,2.6,4,30,2,E 
1/3/2024,27,35.6,29.2,79,0,4,7,310,3,NW
2/3/2024,25.6,33,29.7,78,9.2,7.5,7,320,3,NW
3/3/2024,26.9,34.6,30.2,75,8888,4.7,5,330,3,NW
4/3/2024,26.8,33.6,29.1,82,8888,8,3,330,2,S 
5/3/2024,25.8,34.2,29.5,79,4.5,3.2,4,350,2,N 
6/3/2024,26.2,34.8,30.8,75,0,3.6,6,340,3,NW
7/3/2024,26.6,33.4,30,82,4.3,7.8,6,330,2,NW
8/3/2024,27.4,34.6,29.7,81,1.3,0.1,4,310,2,NW
9/3/2024,26,31.1,26.5,88,16.6,5.4,11,320,4,NW
10/3/2024,24.7,31,28.7,78,8.9,0.5,5,300,3,NW
11/3/2024,26.6,32.6,29.1,80,8888,0.6,4,340,2,NW
12/3/2024,25.4,29.8,27.6,87,11.1,0.2,4,300,2,W 
13/3/2024,25.6,29.6,27.1,87,2.9,0,6,300,3,NW
14/3/2024,25.8,30.2,26.9,88,6.5,0,7,300,3,NW
15/3/2024,25.2,30.4,28.2,82,10.5,0.3,6,300,4,NW
16/3/2024,26.6,33.2,28.9,79,3,1.5,5,320,3,NW
17/3/2024,25.2,32.4,28.5,79,1.2,3.2,7,300,4,NW
18/3/2024,25.2,33.1,28.5,81,1.1,3.6,7,320,4,NW
19/3/2024,25.2,34.8,30.3,75,0,3.3,4,330,3,NW
20/3/2024,26.8,34.6,30.3,74,0,8.8,5,330,3,NW
21/3/2024,26.6,34.4,30.3,72,-,8.5,5,330,2,NW
22/3/2024,27.2,34.6,30.5,74,0,7.8,5,110,2,SE
23/3/2024,27.8,34.4,30.5,73,8888,7.3,4,80,2,E 
24/3/2024,27.6,35.2,30.3,74,0,8,4,70,2,NE
25/3/2024,27,33.8,30,76,0,8.6,3,107,2,E 
26/3/2024,27.4,35,30.8,70,8888,5.8,6,150,3,SE
27/3/2024,27.8,35.4,31.4,64,0,7.7,4,80,2,N 
28/3/2024,27.8,35.4,29.9,73,0,8.8,5,320,2,NW
29/3/2024,26.4,35,30.6,74,-,5.2,5,110,2,C 
30/3/2024,28,36,31.4,71,0.2,7.4,4,80,3,E 
31/3/2024,28,35.4,31,75,7.1,8.5,4,360,2,NW
1/4/2024,27.2,35.4,29.6,79,14.3,7.2,4,310,2,NW
2/4/2024,26.8,34.2,29.8,81,3.8,4.8,5,125,2,C 
3/4/2024,27.2,34.8,30.2,76,23.6,5,4,100,2,E 
4/4/2024,26.8,35.6,30.4,76,8888,7,3,320,2,NW
5/4/2024,26.2,35.4,30.6,76,28.6,7.3,3,330,2,NW
6/4/2024,25.4,35.6,30.7,75,23.1,5.2,5,310,2,NW
7/4/2024,26.4,33.6,29.8,80,0,6.8,5,20,2,N 
8/4/2024,25.4,32,28.7,85,27.2,3.2,3,80,1,C 
9/4/2024,25.6,32.6,29.2,81,13.4,0,4,330,1,C 
10/4/2024,26.8,32.4,29.4,82,0.8,1.8,5,160,2,S 
11/4/2024,26.9,32.4,28.7,83,8888,1.3,3,70,1,NE
12/4/2024,25.8,34.6,29.8,76,1,2,3,70,2,SE
13/04/2024,26.4,34.8,30.1,78,0,6.7,5,340,2,S 
14/04/2024,27.4,34.6,30.6,74,0,5,3,100,2,E 
15/04/2024,27.6,33.6,30.1,77,5.2,7.7,4,70,2,SE
16/04/2024,27,34.7,30.9,72,0,6.5,5,60,2,E 
17/04/2024,27.8,33,29.3,80,0.4,7.5,7,150,3,SE
18/04/2024,24.8,34.4,30,75,0,1.6,4,150,2,SE
19/04/2024,25.6,34.4,30.1,78,0.4,8.2,3,120,2,SE
20/04/2024,27.2,34.4,31,73,0,6.1,5,140,3,SE
21/04/2024,27.2,33,28.8,83,27.2,8.5,4,360,1,C 
22/04/2024,26.3,34,30.2,77,2,3.2,4,330,2,NW
23/04/2024,26.7,33,29.2,84,0,4.8,5,170,2,C 
24/04/2024,26.4,30.4,28.7,86,12.4,1.2,5,150,2,SE
25/04/2024,26.8,28,26.8,93,8888,0,3,170,2,S 
26/04/2024,25.6,33,29.8,80,10.3,0,5,140,2,SE
27/04/2024,27.2,34.6,30.9,75,0,6.3,7,140,4,SE
28/04/2024,28.4,34.2,31.1,73,0,8.4,5,140,3,SE
29/04/2024,27.4,34.6,30.6,75,8888,7.8,5,110,2,SE
30/04/2024,26.8,35.4,31,70,0,6.6,5,160,3,SE
1/5/2024,27,34.6,30.5,74,2,7.5,6,140,3,SE
2/5/2024,26.4,35,30.5,74,-,7.8,5,130,3,SE
3/5/2024,26.2,35.2,30.6,72,0,6.8,4,70,2,E 
4/5/2024,26.4,34.4,29.8,71,0,5.9,3,60,2,E 
5/5/2024,25.5,35,29.8,67,0,7.6,4,330,2,E 
6/5/2024,26,34.7,30,66,0,8.2,6,110,2,SE
7/5/2024,25.4,34.8,30.6,68,-,7,5,90,2,E 
8/5/2024,26.2,34.8,30.1,75,0,8.1,3,60,2,E 
9/5/2024,26,34.6,30.3,74,2,8.2,5,130,3,SE
10/5/2024,27.5,35.4,30.7,73,0,7.8,7,140,4,SE
11/5/2024,28.4,34.2,30.9,71,0,7.3,6,150,3,SE
12/5/2024,27.6,34.8,30.6,68,-,8.1,5,140,2,SE
13/5/2024,26.5,34.2,30.4,70,0,8.8,6,130,3,SE
14/5/2024,26.8,34.9,30.5,70,-,8,5,130,2,SE
15/5/2024,26.4,35,30.2,70,0,8.5,5,130,2,SE
16/5/2024,25.6,35.6,30.5,67,0,8.4,5,140,2,SE
17/5/2024,26,35.4,30.8,69,0,8.3,6,150,3,SE
18/5/2024,27.2,34.6,30.4,69,-,8.4,5,130,3,SE
19/5/2024,26.5,34.2,30,67,0,8,5,150,2,SE
20/5/2024,26,34.2,30.2,69,0,8.5,6,120,3,SE
21/5/2024,26,34.7,30.3,69,-,8.4,7,150,3,SE
22/5/2024,26.2,34.8,30.1,72,0,8.5,4,140,2,SE
23/5/2024,26,35,30.4,70,-,8.6,4,130,2,SE
24/5/2024,27.2,35.6,30.3,75,0,8.3,4,80,2,SE
25/5/2024,27,35,30.5,73,15.6,8,5,140,2,SE
26/5/2024,27,35,30.3,70,0,7.5,5,140,2,SE
27/5/2024,26.2,34.6,30.8,71,0,8.8,4,130,2,SE
28/5/2024,26.6,35,30,75,-,8.4,5,70,2,SE
